scorer,,,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse,valyriverse
labeled-data,210603112454-0,img008426.png,280.37327691530845,173.38893754562952,310.9142517379262,194.35736802085958,326.4126568717918,229.00086184950055,323.221808755996,265.92353290371,300.8858719454248,294.6411659458729,255.30232743405512,308.3162292992838,217.92382093473194,299.1995203970099,194.6762132339334,281.4219380375757,183.28032710609097,245.86677331870735,187.83868155722794,217.14914027654444,211.08628925802648,183.87315278324456,246.18561853178116,171.109760320061,480.94087276533514,265.4676974585963,269.4332262325797,352.07643203019876,111.71416222324052,255.89515311120869,269.4332262325797,138.28960827187484
labeled-data,210603112454-0,img008427.png,280.37327691530845,173.38893754562952,310.9142517379262,194.35736802085958,326.4126568717918,229.00086184950055,323.221808755996,265.92353290371,300.8858719454248,294.6411659458729,255.30232743405512,308.3162292992838,217.92382093473194,299.1995203970099,194.6762132339334,281.4219380375757,183.28032710609097,245.86677331870735,187.83868155722794,217.14914027654444,211.08628925802648,183.87315278324456,246.18561853178116,171.109760320061,480.94087276533514,265.4676974585963,269.4332262325797,352.07643203019876,111.71416222324052,255.89515311120869,269.4332262325797,138.28960827187484
labeled-data,210603112454-0,img008428.png,280.37327691530845,173.38893754562952,310.9142517379262,194.35736802085958,326.4126568717918,229.00086184950055,323.221808755996,265.92353290371,300.8858719454248,294.6411659458729,255.30232743405512,308.3162292992838,217.92382093473194,299.1995203970099,194.6762132339334,281.4219380375757,183.28032710609097,245.86677331870735,187.83868155722794,217.14914027654444,211.08628925802648,183.87315278324456,246.18561853178116,171.109760320061,480.94087276533514,265.4676974585963,269.4332262325797,352.07643203019876,111.71416222324052,255.89515311120869,269.4332262325797,138.28960827187484
labeled-data,210603112454-0,img012635.png,312.28175807326727,196.18070980131438,333.25018854849725,212.59078582540747,338.264378444748,237.6617353066608,334.1618594387247,262.27684934280046,321.8543024206549,279.5985962571209,296.3275174942878,286.43612793382636,274.44741612883035,282.7894443729168,254.3906565438277,270.481887354847,245.27394764155375,249.96929232473062,247.55312486712225,225.354178288591,260.3165173303057,203.92991236824722,287.2108085920139,195.72487435620067,475.9266828690844,255.89515311120869,293.5925048236056,318.3446090917852,140.88763071051713,244.49926698336625,289.03415037246873,155.61135518619534
labeled-data,210603112454-0,img012636.png,312.28175807326727,196.18070980131438,333.25018854849725,212.59078582540747,338.264378444748,237.6617353066608,334.1618594387247,262.27684934280046,321.8543024206549,279.5985962571209,296.3275174942878,286.43612793382636,274.44741612883035,282.7894443729168,254.3906565438277,270.481887354847,245.27394764155375,249.96929232473062,247.55312486712225,225.354178288591,260.3165173303057,203.92991236824722,287.2108085920139,195.72487435620067,475.9266828690844,255.89515311120869,293.5925048236056,318.3446090917852,140.88763071051713,244.49926698336625,289.03415037246873,155.61135518619534
labeled-data,210603112454-0,img012637.png,312.28175807326727,196.18070980131438,333.25018854849725,212.59078582540747,338.264378444748,237.6617353066608,334.1618594387247,262.27684934280046,321.8543024206549,279.5985962571209,296.3275174942878,286.43612793382636,274.44741612883035,282.7894443729168,254.3906565438277,270.481887354847,245.27394764155375,249.96929232473062,247.55312486712225,225.354178288591,260.3165173303057,203.92991236824722,287.2108085920139,195.72487435620067,475.9266828690844,255.89515311120869,293.5925048236056,318.3446090917852,140.88763071051713,244.49926698336625,289.03415037246873,155.61135518619534
labeled-data,210603112454-0,img012638.png,312.28175807326727,196.18070980131438,333.25018854849725,212.59078582540747,338.264378444748,237.6617353066608,334.1618594387247,262.27684934280046,321.8543024206549,279.5985962571209,296.3275174942878,286.43612793382636,274.44741612883035,282.7894443729168,254.3906565438277,270.481887354847,245.27394764155375,249.96929232473062,247.55312486712225,225.354178288591,260.3165173303057,203.92991236824722,287.2108085920139,195.72487435620067,475.9266828690844,255.89515311120869,293.5925048236056,318.3446090917852,140.88763071051713,244.49926698336625,289.03415037246873,155.61135518619534
labeled-data,210603112454-0,img012639.png,312.28175807326727,196.18070980131438,333.25018854849725,212.59078582540747,338.264378444748,237.6617353066608,334.1618594387247,262.27684934280046,321.8543024206549,279.5985962571209,296.3275174942878,286.43612793382636,274.44741612883035,282.7894443729168,254.3906565438277,270.481887354847,245.27394764155375,249.96929232473062,247.55312486712225,225.354178288591,260.3165173303057,203.92991236824722,287.2108085920139,195.72487435620067,475.9266828690844,255.89515311120869,293.5925048236056,318.3446090917852,140.88763071051713,244.49926698336625,289.03415037246873,155.61135518619534
labeled-data,210603112454-0,img015644.png,314.105099853722,179.7706337772213,342.8227328958849,202.56240603290613,350.5719354628178,236.2942289713197,345.55774556656706,269.1143810195059,320.94263153042743,290.08281149473595,287.66664403712764,297.3761786165551,256.21399832428244,291.9061532751907,234.33389695882502,273.2169000255292,222.48217538586889,238.5734061968882,230.68721339791549,208.9441022644979,253.4789856536003,184.32898822835824,286.29913770178655,172.93310210051584,482.76421454578986,267.2910392390511,289.9458212626961,356.17895103622203,111.25832677812684,264.10019112325523,289.03415037246873,130.54040570494203
labeled-data,210603112454-0,img015645.png,314.105099853722,179.7706337772213,342.8227328958849,202.56240603290613,350.5719354628178,236.2942289713197,345.55774556656706,269.1143810195059,320.94263153042743,290.08281149473595,287.66664403712764,297.3761786165551,256.21399832428244,291.9061532751907,234.33389695882502,273.2169000255292,222.48217538586889,238.5734061968882,230.68721339791549,208.9441022644979,253.4789856536003,184.32898822835824,286.29913770178655,172.93310210051584,482.76421454578986,267.2910392390511,289.9458212626961,356.17895103622203,111.25832677812684,264.10019112325523,289.03415037246873,130.54040570494203
labeled-data,210603112454-0,img015646.png,314.105099853722,179.7706337772213,342.8227328958849,202.56240603290613,350.5719354628178,236.2942289713197,345.55774556656706,269.1143810195059,320.94263153042743,290.08281149473595,287.66664403712764,297.3761786165551,256.21399832428244,291.9061532751907,234.33389695882502,273.2169000255292,222.48217538586889,238.5734061968882,230.68721339791549,208.9441022644979,253.4789856536003,184.32898822835824,286.29913770178655,172.93310210051584,482.76421454578986,267.2910392390511,289.9458212626961,356.17895103622203,111.25832677812684,264.10019112325523,289.03415037246873,130.54040570494203
labeled-data,210603112454-0,img015647.png,314.105099853722,179.7706337772213,342.8227328958849,202.56240603290613,350.5719354628178,236.2942289713197,345.55774556656706,269.1143810195059,320.94263153042743,290.08281149473595,287.66664403712764,297.3761786165551,256.21399832428244,291.9061532751907,234.33389695882502,273.2169000255292,222.48217538586889,238.5734061968882,230.68721339791549,208.9441022644979,253.4789856536003,184.32898822835824,286.29913770178655,172.93310210051584,482.76421454578986,267.2910392390511,289.9458212626961,356.17895103622203,111.25832677812684,264.10019112325523,289.03415037246873,130.54040570494203
labeled-data,210603112454-0,img015648.png,314.105099853722,179.7706337772213,342.8227328958849,202.56240603290613,350.5719354628178,236.2942289713197,345.55774556656706,269.1143810195059,320.94263153042743,290.08281149473595,287.66664403712764,297.3761786165551,256.21399832428244,291.9061532751907,234.33389695882502,273.2169000255292,222.48217538586889,238.5734061968882,230.68721339791549,208.9441022644979,253.4789856536003,184.32898822835824,286.29913770178655,172.93310210051584,482.76421454578986,267.2910392390511,289.9458212626961,356.17895103622203,111.25832677812684,264.10019112325523,289.03415037246873,130.54040570494203
labeled-data,210603112454-0,img026474.png,296.78335293940154,206.6649250389294,309.5467454025851,221.7074947276814,314.105099853722,242.67592520291146,310.9142517379262,262.73268478791414,297.2391883845153,280.966102592462,,,,,237.98058051973462,275.04024180598395,222.93801083098262,252.7043049954128,231.14304884302916,223.07500106302248,241.17142863553048,211.22327949006637,,,481.8525436555625,266.37936834882373,291.7691630431509,302.84620395791944,146.8134914969952,247.23427965404844,292.22499848826453,178.4031274418802
labeled-data,210603112454-0,img026475.png,296.78335293940154,206.6649250389294,309.5467454025851,221.7074947276814,314.105099853722,242.67592520291146,310.9142517379262,262.73268478791414,297.2391883845153,280.966102592462,,,,,237.98058051973462,275.04024180598395,222.93801083098262,252.7043049954128,231.14304884302916,223.07500106302248,241.17142863553048,211.22327949006637,,,481.8525436555625,266.37936834882373,291.7691630431509,302.84620395791944,146.8134914969952,247.23427965404844,292.22499848826453,178.4031274418802
labeled-data,210603112454-0,img026476.png,295.8716820491742,208.94410226449787,309.5467454025851,221.7074947276814,314.105099853722,242.67592520291146,310.9142517379262,262.73268478791414,297.2391883845153,280.966102592462,,,,,237.98058051973462,275.04024180598395,222.93801083098262,252.7043049954128,231.14304884302916,223.07500106302248,241.17142863553048,211.22327949006637,,,481.8525436555625,266.37936834882373,291.7691630431509,302.84620395791944,146.8134914969952,247.23427965404844,292.22499848826453,178.4031274418802
labeled-data,210603112454-0,img026477.png,293.5925048236056,206.20908959381572,312.28175807326727,220.3399883923403,315.4726061890631,241.30841886757037,309.09090995747135,267.2910392390511,292.22499848826453,282.3336089278031,267.15404900701117,285.9802924887127,241.17142863553048,278.2310899217798,222.93801083098262,261.8210138976867,219.29132727007303,243.13176064802516,228.86387161746066,215.78163394120335,,,,,496.43927789920076,264.5560265683689,289.9458212626961,301.47869762257835,143.16680793608563,249.96929232473062,285.8433022566728,172.4772666554021
labeled-data,210603112454-0,img026478.png,294.9600111589467,201.65073514267874,312.28175807326727,220.3399883923403,315.4726061890631,241.30841886757037,306.8117327319028,265.4676974585963,290.85749215292344,278.6869253668935,267.15404900701117,285.9802924887127,241.17142863553048,278.2310899217798,222.93801083098262,261.8210138976867,219.29132727007303,243.13176064802516,228.86387161746066,215.78163394120335,,,,,496.43927789920076,264.5560265683689,289.9458212626961,301.47869762257835,143.16680793608563,249.96929232473062,285.8433022566728,172.4772666554021
labeled-data,210603112454-0,img030686.png,320.4867960853138,203.01824147801983,331.88268221315616,217.14914027654444,337.80854299963426,237.2058998615471,335.98520121917943,255.43931766609498,319.1192897499727,271.8493936901881,,,257.1256692145099,265.92353290371,245.72978308666748,252.2484695502991,242.9947704159853,234.92672263597862,253.93482109871402,211.22327949006637,,,,,480.0292018751077,252.2484695502991,299.5183656100837,280.966102592462,150.46017505790476,234.47088719086491,308.179239067244,175.66811477119802
labeled-data,210603112454-0,img030687.png,319.1192897499727,204.84158325847463,331.88268221315616,217.14914027654444,337.80854299963426,237.2058998615471,335.98520121917943,255.43931766609498,319.1192897499727,271.8493936901881,,,257.1256692145099,265.92353290371,245.72978308666748,252.2484695502991,242.9947704159853,234.92672263597862,253.93482109871402,211.22327949006637,,,,,480.0292018751077,252.2484695502991,299.5183656100837,280.966102592462,150.46017505790476,234.47088719086491,308.179239067244,175.66811477119802
labeled-data,210603112454-0,img030688.png,322.76597331088226,203.92991236824722,334.61769488383834,220.795823837454,337.80854299963426,239.94091253222928,334.1618594387247,260.90934300745937,322.3101378657685,275.04024180598395,,,260.3165173303057,266.8352037939374,247.55312486712225,252.2484695502991,245.27394764155375,234.47088719086491,256.6698337693962,213.50245671563485,,,,,482.30837910067623,255.89515311120869,296.3275174942878,284.1569507082579,159.57688396017872,234.47088719086491,309.5467454025851,172.93310210051584
labeled-data,210603112454-0,img030689.png,322.76597331088226,203.92991236824722,334.61769488383834,220.795823837454,337.80854299963426,239.94091253222928,334.1618594387247,260.90934300745937,322.3101378657685,275.04024180598395,,,260.3165173303057,266.8352037939374,247.55312486712225,252.2484695502991,245.27394764155375,234.47088719086491,256.6698337693962,213.50245671563485,,,,,482.30837910067623,255.89515311120869,296.3275174942878,284.1569507082579,159.57688396017872,234.47088719086491,309.5467454025851,172.93310210051584
labeled-data,210603112454-0,img030690.png,322.76597331088226,203.92991236824722,334.61769488383834,220.795823837454,337.80854299963426,239.94091253222928,334.1618594387247,260.90934300745937,322.3101378657685,275.04024180598395,,,260.3165173303057,266.8352037939374,247.55312486712225,252.2484695502991,245.27394764155375,234.47088719086491,256.6698337693962,213.50245671563485,,,,,482.30837910067623,255.89515311120869,296.3275174942878,284.1569507082579,159.57688396017872,234.47088719086491,309.5467454025851,172.93310210051584
labeled-data,210603112454-0,img060168.png,279.00577057996736,228.08919095927317,287.66664403712764,234.01505174575124,289.9458212626961,241.30841886757037,294.5041757138331,249.96929232473062,289.03415037246873,258.1743303367772,,,261.2281882205332,258.63016578189087,255.30232743405512,250.880963214958,253.93482109871402,242.67592520291146,257.58150465962353,234.01505174575124,264.419036336329,229.45669729461426,270.8007325679208,227.17752006904578,464.0749612961283,248.14595054427582,301.79754283565217,268.6585455743922,174.61945364893072,235.38255808109233,298.60669471985636,187.06400089904042
labeled-data,210603112454-0,img060169.png,279.00577057996736,228.08919095927317,287.66664403712764,234.01505174575124,289.9458212626961,241.30841886757037,294.5041757138331,249.96929232473062,289.03415037246873,258.1743303367772,,,261.2281882205332,258.63016578189087,255.30232743405512,250.880963214958,253.93482109871402,242.67592520291146,257.58150465962353,234.01505174575124,264.419036336329,229.45669729461426,270.8007325679208,227.17752006904578,464.0749612961283,248.14595054427582,301.79754283565217,268.6585455743922,174.61945364893072,235.38255808109233,298.60669471985636,187.06400089904042
labeled-data,210603112454-0,img060170.png,279.00577057996736,228.08919095927317,287.66664403712764,234.01505174575124,289.9458212626961,241.30841886757037,294.5041757138331,249.96929232473062,289.03415037246873,258.1743303367772,,,261.2281882205332,258.63016578189087,255.30232743405512,250.880963214958,253.93482109871402,242.67592520291146,257.58150465962353,234.01505174575124,264.419036336329,229.45669729461426,270.8007325679208,227.17752006904578,464.0749612961283,248.14595054427582,301.79754283565217,268.6585455743922,174.61945364893072,235.38255808109233,298.60669471985636,187.06400089904042
labeled-data,210603112454-0,img060171.png,279.00577057996736,228.08919095927317,287.66664403712764,234.01505174575124,289.9458212626961,241.30841886757037,294.5041757138331,249.96929232473062,289.03415037246873,258.1743303367772,,,261.2281882205332,258.63016578189087,255.30232743405512,250.880963214958,253.93482109871402,242.67592520291146,257.58150465962353,234.01505174575124,264.419036336329,229.45669729461426,270.8007325679208,227.17752006904578,464.0749612961283,248.14595054427582,301.79754283565217,268.6585455743922,174.61945364893072,235.38255808109233,298.60669471985636,187.06400089904042
labeled-data,210603112454-0,img060172.png,279.00577057996736,228.08919095927317,287.66664403712764,234.01505174575124,289.9458212626961,241.30841886757037,294.5041757138331,249.96929232473062,289.03415037246873,258.1743303367772,,,261.2281882205332,258.63016578189087,255.30232743405512,250.880963214958,253.93482109871402,242.67592520291146,257.58150465962353,234.01505174575124,264.419036336329,229.45669729461426,270.8007325679208,227.17752006904578,464.0749612961283,248.14595054427582,301.79754283565217,268.6585455743922,174.61945364893072,235.38255808109233,298.60669471985636,187.06400089904042
labeled-data,210603112454-0,img081227.png,271.7124034581482,196.18070980131438,288.12247948224126,210.311608599839,289.9458212626961,234.47088719086491,285.8433022566728,259.08600122700454,268.06571989723864,276.8635835864387,238.4364159648483,285.9802924887127,218.3796563798456,279.1427608120072,201.05790946552514,264.10019112325523,192.3970360083649,241.76425431268407,203.79292213620732,212.59078582540747,,,,,476.38251831419814,256.35098855632236,258.03734010473727,318.80044453689885,132.2267572533569,264.5560265683689,263.0515300009879,177.4914565516528
labeled-data,210603112454-0,img081228.png,271.7124034581482,196.18070980131438,288.12247948224126,210.311608599839,289.9458212626961,234.47088719086491,285.8433022566728,259.08600122700454,268.06571989723864,276.8635835864387,238.4364159648483,285.9802924887127,218.3796563798456,279.1427608120072,201.05790946552514,264.10019112325523,192.3970360083649,241.76425431268407,203.79292213620732,212.59078582540747,,,,,476.38251831419814,256.35098855632236,258.03734010473727,318.80044453689885,132.2267572533569,264.5560265683689,263.0515300009879,177.4914565516528
labeled-data,210603112454-0,img081229.png,271.7124034581482,196.18070980131438,288.12247948224126,210.311608599839,289.9458212626961,234.47088719086491,285.8433022566728,259.08600122700454,268.06571989723864,276.8635835864387,238.4364159648483,285.9802924887127,218.3796563798456,279.1427608120072,201.05790946552514,264.10019112325523,192.3970360083649,241.76425431268407,203.79292213620732,212.59078582540747,,,,,476.38251831419814,256.35098855632236,258.03734010473727,318.80044453689885,132.2267572533569,264.5560265683689,263.0515300009879,177.4914565516528
labeled-data,210603112454-0,img081230.png,271.7124034581482,196.18070980131438,288.12247948224126,210.311608599839,289.9458212626961,234.47088719086491,285.8433022566728,259.08600122700454,268.06571989723864,276.8635835864387,238.4364159648483,285.9802924887127,218.3796563798456,279.1427608120072,201.05790946552514,264.10019112325523,192.3970360083649,241.76425431268407,203.79292213620732,212.59078582540747,,,,,476.38251831419814,256.35098855632236,258.03734010473727,318.80044453689885,132.2267572533569,264.5560265683689,263.0515300009879,177.4914565516528
labeled-data,210603112454-0,img081231.png,271.7124034581482,196.18070980131438,288.12247948224126,210.311608599839,289.9458212626961,234.47088719086491,285.8433022566728,259.08600122700454,268.06571989723864,276.8635835864387,238.4364159648483,285.9802924887127,218.3796563798456,279.1427608120072,201.05790946552514,264.10019112325523,192.3970360083649,241.76425431268407,203.79292213620732,212.59078582540747,,,,,476.38251831419814,256.35098855632236,258.03734010473727,318.80044453689885,132.2267572533569,264.5560265683689,263.0515300009879,177.4914565516528
labeled-data,210603112454-0,img097472.png,298.60669471985636,193.4456971306322,306.8117327319029,203.92991236824722,308.6350745123576,218.06081116677183,307.2675681770165,235.38255808109233,297.2391883845153,245.41093787359364,282.1966186957633,247.23427965404844,268.06571989723864,242.22008975779778,259.40484644007836,229.00086184950055,258.9490109949646,216.23746938631703,261.6840236656468,198.45988702688285,271.7124034581482,191.1665199050637,,,502.36513868567886,269.1143810195059,282.6524541408769,320.6237863173537,139.06428893006236,256.35098855632236,283.10828958599063,177.0356211065391
labeled-data,210603112454-0,img097473.png,298.60669471985636,193.4456971306322,306.8117327319029,203.92991236824722,308.6350745123576,218.06081116677183,307.2675681770165,235.38255808109233,297.2391883845153,245.41093787359364,282.1966186957633,247.23427965404844,268.06571989723864,242.22008975779778,259.40484644007836,229.00086184950055,258.9490109949646,216.23746938631703,261.6840236656468,198.45988702688285,271.7124034581482,191.1665199050637,,,502.36513868567886,269.1143810195059,282.6524541408769,320.6237863173537,139.06428893006236,256.35098855632236,283.10828958599063,177.0356211065391
labeled-data,210603112454-0,img097474.png,298.60669471985636,193.4456971306322,306.8117327319029,203.92991236824722,308.6350745123576,218.06081116677183,307.2675681770165,235.38255808109233,297.2391883845153,245.41093787359364,282.1966186957633,247.23427965404844,268.06571989723864,242.22008975779778,259.40484644007836,229.00086184950055,258.9490109949646,216.23746938631703,261.6840236656468,198.45988702688285,271.7124034581482,191.1665199050637,,,502.36513868567886,269.1143810195059,282.6524541408769,320.6237863173537,139.06428893006236,256.35098855632236,283.10828958599063,177.0356211065391
labeled-data,210603112454-0,img097475.png,298.60669471985636,193.4456971306322,306.8117327319029,203.92991236824722,308.6350745123576,218.06081116677183,307.2675681770165,235.38255808109233,297.2391883845153,245.41093787359364,282.1966186957633,247.23427965404844,268.06571989723864,242.22008975779778,259.40484644007836,229.00086184950055,258.9490109949646,216.23746938631703,261.6840236656468,198.45988702688285,271.7124034581482,191.1665199050637,,,502.36513868567886,269.1143810195059,282.6524541408769,320.6237863173537,139.06428893006236,256.35098855632236,283.10828958599063,177.0356211065391
labeled-data,210603112454-0,img097476.png,298.60669471985636,193.4456971306322,306.8117327319029,203.92991236824722,308.6350745123576,218.06081116677183,307.2675681770165,235.38255808109233,297.2391883845153,245.41093787359364,282.1966186957633,247.23427965404844,268.06571989723864,242.22008975779778,259.40484644007836,229.00086184950055,258.9490109949646,216.23746938631703,261.6840236656468,198.45988702688285,271.7124034581482,191.1665199050637,,,502.36513868567886,269.1143810195059,282.6524541408769,320.6237863173537,139.06428893006236,256.35098855632236,283.10828958599063,177.0356211065391
labeled-data,210603112454-0,img100481.png,301.34170739053855,198.45988702688285,309.5467454025851,209.85577315472528,315.9284416341768,224.89834284347728,315.9284416341768,240.8525834224567,304.9883909514481,253.1601404405265,285.3874668115591,254.5276467758676,268.52155534235226,251.7926341051854,256.21399832428244,239.0292416420019,254.3906565438277,218.51664661188553,262.13985911076054,202.56240603290613,274.9032515739441,190.2548490148363,288.578314927355,189.34317812460893,506.46765769170213,269.1143810195059,292.68083393337827,319.71211542712626,132.2267572533569,251.7926341051854,285.3874668115591,171.109760320061
