scorer,,,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa,Parsa
labeled-data,210708102517-0,img011874.png,329.3721187184196,155.13326249898972,356.1330425831453,188.4927703303601,361.6318625553492,232.48333010799138,340.00317066468045,279.773181868945,302.9777828518408,303.6014017484953,263.75286705011956,294.4367017948221,240.65782316686318,273.5411859004472,227.4606552335738,246.04708603942768,225.2611272446922,212.3209902099104,238.4582951779816,178.22830638224616,263.01969105382574,156.96620248972437,297.11237488149,149.26785452863885,538.693865660315,276.47388988562267,283.9152069482006,362.98865744829754,186.4027994411179,244.58073404683998,343.66905064614974,96.84577079362828
labeled-data,210708102517-0,img011875.png,329.3721187184196,155.13326249898972,356.1330425831453,188.4927703303601,361.6318625553492,232.48333010799138,340.00317066468045,279.773181868945,302.9777828518408,303.6014017484953,263.75286705011956,294.4367017948221,240.65782316686318,273.5411859004472,227.4606552335738,246.04708603942768,225.2611272446922,212.3209902099104,238.4582951779816,178.22830638224616,263.01969105382574,156.96620248972437,297.11237488149,149.26785452863885,538.693865660315,276.47388988562267,283.9152069482006,362.98865744829754,186.4027994411179,244.58073404683998,343.66905064614974,96.84577079362828
labeled-data,210708102517-0,img011876.png,329.3721187184196,155.13326249898972,356.1330425831453,188.4927703303601,361.6318625553492,232.48333010799138,340.00317066468045,279.773181868945,302.9777828518408,303.6014017484953,263.75286705011956,294.4367017948221,240.65782316686318,273.5411859004472,227.4606552335738,246.04708603942768,225.2611272446922,212.3209902099104,238.4582951779816,178.22830638224616,263.01969105382574,156.96620248972437,297.11237488149,149.26785452863885,538.693865660315,276.47388988562267,283.9152069482006,362.98865744829754,186.4027994411179,244.58073404683998,343.66905064614974,96.84577079362828
labeled-data,210708102517-0,img016043.png,407.4553623237151,129.47210262870482,454.74521408466876,172.72948641004223,470.14191000683974,240.91485406537072,452.5456860957872,298.8357577725852,409.6548903125967,336.59432158171876,326.07282673509724,347.59196152612657,269.9848630186174,322.6639776521355,239.19147117427542,274.640949894888,231.8597112113369,222.21886615987742,246.15664313906706,171.62972241560146,284.28179494634753,134.9709226009087,351.0008106090883,117.37469868985619,543.8260976343721,284.53882584485507,310.3095428147794,363.3552454464444,194.4677354003503,225.15157014505283,351.3673986072352,98.67871078436292
labeled-data,210708102517-0,img016044.png,407.4553623237151,129.47210262870482,454.74521408466876,172.72948641004223,470.14191000683974,240.91485406537072,452.5456860957872,298.8357577725852,409.6548903125967,336.59432158171876,326.07282673509724,347.59196152612657,269.9848630186174,322.6639776521355,239.19147117427542,274.640949894888,231.8597112113369,222.21886615987742,246.15664313906706,171.62972241560146,284.28179494634753,134.9709226009087,351.0008106090883,117.37469868985619,543.8260976343721,284.53882584485507,310.3095428147794,363.3552454464444,194.4677354003503,225.15157014505283,351.3673986072352,98.67871078436292
labeled-data,210708102517-0,img016045.png,407.4553623237151,129.47210262870482,454.74521408466876,172.72948641004223,470.14191000683974,240.91485406537072,452.5456860957872,298.8357577725852,409.6548903125967,336.59432158171876,326.07282673509724,347.59196152612657,269.9848630186174,322.6639776521355,239.19147117427542,274.640949894888,231.8597112113369,222.21886615987742,246.15664313906706,171.62972241560146,284.28179494634753,134.9709226009087,351.0008106090883,117.37469868985619,543.8260976343721,284.53882584485507,310.3095428147794,363.3552454464444,194.4677354003503,225.15157014505283,351.3673986072352,98.67871078436292
labeled-data,210708102517-0,img016046.png,407.4553623237151,129.47210262870482,454.74521408466876,172.72948641004223,470.14191000683974,240.91485406537072,452.5456860957872,298.8357577725852,409.6548903125967,336.59432158171876,326.07282673509724,347.59196152612657,269.9848630186174,322.6639776521355,239.19147117427542,274.640949894888,231.8597112113369,222.21886615987742,246.15664313906706,171.62972241560146,284.28179494634753,134.9709226009087,351.0008106090883,117.37469868985619,543.8260976343721,284.53882584485507,310.3095428147794,363.3552454464444,194.4677354003503,225.15157014505283,351.3673986072352,98.67871078436292
labeled-data,210708102517-0,img016047.png,407.4553623237151,129.47210262870482,454.74521408466876,172.72948641004223,470.14191000683974,240.91485406537072,452.5456860957872,298.8357577725852,409.6548903125967,336.59432158171876,326.07282673509724,347.59196152612657,269.9848630186174,322.6639776521355,239.19147117427542,274.640949894888,231.8597112113369,222.21886615987742,246.15664313906706,171.62972241560146,284.28179494634753,134.9709226009087,351.0008106090883,117.37469868985619,543.8260976343721,284.53882584485507,310.3095428147794,363.3552454464444,194.4677354003503,225.15157014505283,351.3673986072352,98.67871078436292
labeled-data,210708102517-0,img020535.png,405.25583433483354,126.17281064538247,450.71274610505253,169.79678242486682,467.9423820179581,234.31627009872602,450.34615810690565,296.6362297837037,397.924074371895,339.1604375687472,319.8408307665995,348.69172552056733,260.82016306494415,318.6315096725193,229.29359522430843,270.2418939171249,224.52795124839832,220.75251416728972,240.65782316686318,170.16337042301376,277.3166229815559,133.504570608321,341.8361106554151,113.7088187083869,552.9907975880452,276.1073018874757,312.5090708036609,367.7543014242076,193.0013834077626,229.91721412096288,348.06810662391285,96.1125947973344
labeled-data,210708102517-0,img020536.png,405.25583433483354,126.17281064538247,450.71274610505253,169.79678242486682,467.9423820179581,234.31627009872602,450.34615810690565,296.6362297837037,397.924074371895,339.1604375687472,319.8408307665995,348.69172552056733,260.82016306494415,318.6315096725193,229.29359522430843,270.2418939171249,224.52795124839832,220.75251416728972,240.65782316686318,170.16337042301376,277.3166229815559,133.504570608321,341.8361106554151,113.7088187083869,552.9907975880452,276.1073018874757,312.5090708036609,367.7543014242076,193.0013834077626,229.91721412096288,348.06810662391285,96.1125947973344
labeled-data,210708102517-0,img020537.png,405.25583433483354,126.17281064538247,450.71274610505253,169.79678242486682,467.9423820179581,234.31627009872602,450.34615810690565,296.6362297837037,397.924074371895,339.1604375687472,319.8408307665995,348.69172552056733,260.82016306494415,318.6315096725193,229.29359522430843,270.2418939171249,224.52795124839832,220.75251416728972,240.65782316686318,170.16337042301376,277.3166229815559,133.504570608321,341.8361106554151,113.7088187083869,552.9907975880452,276.1073018874757,312.5090708036609,367.7543014242076,193.0013834077626,229.91721412096288,348.06810662391285,96.1125947973344
labeled-data,210708102517-0,img020538.png,405.25583433483354,126.17281064538247,450.71274610505253,169.79678242486682,467.9423820179581,234.31627009872602,450.34615810690565,296.6362297837037,397.924074371895,339.1604375687472,319.8408307665995,348.69172552056733,260.82016306494415,318.6315096725193,229.29359522430843,270.2418939171249,224.52795124839832,220.75251416728972,240.65782316686318,170.16337042301376,277.3166229815559,133.504570608321,341.8361106554151,113.7088187083869,552.9907975880452,276.1073018874757,312.5090708036609,367.7543014242076,193.0013834077626,229.91721412096288,348.06810662391285,96.1125947973344
labeled-data,210708102517-0,img020539.png,405.25583433483354,126.17281064538247,450.71274610505253,169.79678242486682,467.9423820179581,234.31627009872602,450.34615810690565,296.6362297837037,397.924074371895,339.1604375687472,319.8408307665995,348.69172552056733,260.82016306494415,318.6315096725193,229.29359522430843,270.2418939171249,224.52795124839832,220.75251416728972,240.65782316686318,170.16337042301376,277.3166229815559,133.504570608321,341.8361106554151,113.7088187083869,552.9907975880452,276.1073018874757,312.5090708036609,367.7543014242076,193.0013834077626,229.91721412096288,348.06810662391285,96.1125947973344
labeled-data,210708102517-0,img023744.png,404.5226583385397,121.40716666947242,450.34615810690565,160.6320824711936,473.807789988309,232.84991810613832,455.1118020828157,294.4367017948221,407.0887743255682,334.02820559469023,325.7062387369503,346.8587855298327,273.28415500193967,321.5642136576947,238.4582951779816,272.07483390785956,234.42582719836537,217.81981018211428,247.62299513165476,172.3628984118953,289.0474389222576,131.67163061758635,357.2328065775861,114.44199470468078,554.8237375787799,286.0051778374428,315.44177478883637,363.3552454464444,193.73455940405643,217.81981018211428,356.1330425831453,98.67871078436292
labeled-data,210708102517-0,img023745.png,404.5226583385397,121.40716666947242,450.34615810690565,160.6320824711936,473.807789988309,232.84991810613832,455.1118020828157,294.4367017948221,407.0887743255682,334.02820559469023,325.7062387369503,346.8587855298327,273.28415500193967,321.5642136576947,238.4582951779816,272.07483390785956,234.42582719836537,217.81981018211428,247.62299513165476,172.3628984118953,289.0474389222576,131.67163061758635,357.2328065775861,114.44199470468078,554.8237375787799,286.0051778374428,315.44177478883637,363.3552454464444,193.73455940405643,217.81981018211428,356.1330425831453,98.67871078436292
labeled-data,210708102517-0,img023746.png,404.5226583385397,121.40716666947242,450.34615810690565,160.6320824711936,473.807789988309,232.84991810613832,455.1118020828157,294.4367017948221,407.0887743255682,334.02820559469023,325.7062387369503,346.8587855298327,273.28415500193967,321.5642136576947,238.4582951779816,272.07483390785956,234.42582719836537,217.81981018211428,247.62299513165476,172.3628984118953,289.0474389222576,131.67163061758635,357.2328065775861,114.44199470468078,554.8237375787799,286.0051778374428,315.44177478883637,363.3552454464444,193.73455940405643,217.81981018211428,356.1330425831453,98.67871078436292
labeled-data,210708102517-0,img023747.png,404.5226583385397,121.40716666947242,450.34615810690565,160.6320824711936,473.807789988309,232.84991810613832,455.1118020828157,294.4367017948221,407.0887743255682,334.02820559469023,325.7062387369503,346.8587855298327,273.28415500193967,321.5642136576947,238.4582951779816,272.07483390785956,234.42582719836537,217.81981018211428,247.62299513165476,172.3628984118953,289.0474389222576,131.67163061758635,357.2328065775861,114.44199470468078,554.8237375787799,286.0051778374428,315.44177478883637,363.3552454464444,193.73455940405643,217.81981018211428,356.1330425831453,98.67871078436292
labeled-data,210708102517-0,img023748.png,404.5226583385397,121.40716666947242,450.34615810690565,160.6320824711936,473.807789988309,232.84991810613832,455.1118020828157,294.4367017948221,407.0887743255682,334.02820559469023,325.7062387369503,346.8587855298327,273.28415500193967,321.5642136576947,238.4582951779816,272.07483390785956,234.42582719836537,217.81981018211428,247.62299513165476,172.3628984118953,289.0474389222576,131.67163061758635,357.2328065775861,114.44199470468078,554.8237375787799,286.0051778374428,315.44177478883637,363.3552454464444,193.73455940405643,217.81981018211428,356.1330425831453,98.67871078436292
labeled-data,210708102517-0,img030803.png,403.4228943440989,122.14034266576624,455.4783900809626,167.59725443598523,474.9075539827498,227.71768613208133,451.07933410319947,298.8357577725852,404.8892463366866,339.1604375687472,320.94059476104024,349.0583135187143,256.787695085328,313.4992776984623,235.15900319465925,272.8080099041534,230.02677122060226,218.18639818026122,246.523231137214,163.19819845822212,285.01497094264136,129.47210262870482,352.1005746035291,112.97564271209308,552.66626782994,280.61639059913153,307.37683882960397,369.22065341679524,195.20091139664413,215.98687019137964,352.83375059982296,93.54647881030593
labeled-data,210708102517-0,img030804.png,403.4228943440989,122.14034266576624,455.4783900809626,167.59725443598523,474.9075539827498,227.71768613208133,451.07933410319947,298.8357577725852,404.8892463366866,339.1604375687472,320.94059476104024,349.0583135187143,256.787695085328,313.4992776984623,235.15900319465925,272.8080099041534,230.02677122060226,218.18639818026122,246.523231137214,163.19819845822212,285.01497094264136,129.47210262870482,352.1005746035291,112.97564271209308,552.66626782994,280.61639059913153,307.37683882960397,369.22065341679524,195.20091139664413,215.98687019137964,352.83375059982296,93.54647881030593
labeled-data,210708102517-0,img030805.png,403.4228943440989,122.14034266576624,455.4783900809626,167.59725443598523,474.9075539827498,227.71768613208133,451.07933410319947,298.8357577725852,404.8892463366866,339.1604375687472,320.94059476104024,349.0583135187143,256.787695085328,313.4992776984623,235.15900319465925,272.8080099041534,230.02677122060226,218.18639818026122,246.523231137214,163.19819845822212,285.01497094264136,129.47210262870482,352.1005746035291,112.97564271209308,552.66626782994,280.61639059913153,307.37683882960397,369.22065341679524,195.20091139664413,215.98687019137964,352.83375059982296,93.54647881030593
labeled-data,210708102517-0,img030806.png,403.4228943440989,122.14034266576624,455.4783900809626,167.59725443598523,474.9075539827498,227.71768613208133,451.07933410319947,298.8357577725852,404.8892463366866,339.1604375687472,320.94059476104024,349.0583135187143,256.787695085328,313.4992776984623,235.15900319465925,272.8080099041534,230.02677122060226,218.18639818026122,246.523231137214,163.19819845822212,285.01497094264136,129.47210262870482,352.1005746035291,112.97564271209308,552.66626782994,280.61639059913153,307.37683882960397,369.22065341679524,195.20091139664413,215.98687019137964,352.83375059982296,93.54647881030593
labeled-data,210708102517-0,img030807.png,403.4228943440989,122.14034266576624,455.4783900809626,167.59725443598523,474.9075539827498,227.71768613208133,451.07933410319947,298.8357577725852,404.8892463366866,339.1604375687472,320.94059476104024,349.0583135187143,256.787695085328,313.4992776984623,235.15900319465925,272.8080099041534,230.02677122060226,218.18639818026122,246.523231137214,163.19819845822212,285.01497094264136,129.47210262870482,352.1005746035291,112.97564271209308,552.66626782994,280.61639059913153,307.37683882960397,369.22065341679524,195.20091139664413,215.98687019137964,352.83375059982296,93.54647881030593
labeled-data,210708102517-0,img035615.png,401.08730864684446,126.5642673654894,450.37128433025964,174.03633217819083,465.22895347011274,241.07703439460127,449.28413780783137,292.8976852970158,415.94497778669756,329.8606670595772,334.40898860457673,351.241215334,269.18019725888007,318.98920183529447,238.01533028260278,263.9071113655951,235.1162728894607,209.18740307003847,257.9463498604546,158.4538986900522,300.34506423515734,126.2018851913466,353.25286166000024,116.41756648949212,545.6777961298053,258.8337609275965,328.2484916441498,364.6493557772821,199.6028198234703,218.97172177189296,348.90427557028704,98.2984577823542
labeled-data,210708102517-0,img035616.png,401.08730864684446,126.5642673654894,450.37128433025964,174.03633217819083,465.22895347011274,241.07703439460127,449.28413780783137,292.8976852970158,415.94497778669756,329.8606670595772,334.40898860457673,351.241215334,269.18019725888007,318.98920183529447,238.01533028260278,263.9071113655951,235.1162728894607,209.18740307003847,257.9463498604546,158.4538986900522,300.34506423515734,126.2018851913466,353.25286166000024,116.41756648949212,545.6777961298053,258.8337609275965,328.2484916441498,364.6493557772821,199.6028198234703,218.97172177189296,348.90427557028704,98.2984577823542
labeled-data,210708102517-0,img035617.png,401.08730864684446,126.5642673654894,450.37128433025964,174.03633217819083,465.22895347011274,241.07703439460127,449.28413780783137,292.8976852970158,415.94497778669756,329.8606670595772,334.40898860457673,351.241215334,269.18019725888007,318.98920183529447,238.01533028260278,263.9071113655951,235.1162728894607,209.18740307003847,257.9463498604546,158.4538986900522,300.34506423515734,126.2018851913466,353.25286166000024,116.41756648949212,545.6777961298053,258.8337609275965,328.2484916441498,364.6493557772821,199.6028198234703,218.97172177189296,348.90427557028704,98.2984577823542
labeled-data,210708102517-0,img035618.png,401.08730864684446,126.5642673654894,450.37128433025964,174.03633217819083,465.22895347011274,241.07703439460127,449.28413780783137,292.8976852970158,415.94497778669756,329.8606670595772,334.40898860457673,351.241215334,269.18019725888007,318.98920183529447,238.01533028260278,263.9071113655951,235.1162728894607,209.18740307003847,257.9463498604546,158.4538986900522,300.34506423515734,126.2018851913466,353.25286166000024,116.41756648949212,545.6777961298053,258.8337609275965,328.2484916441498,364.6493557772821,199.6028198234703,218.97172177189296,348.90427557028704,98.2984577823542
labeled-data,210708102517-0,img035619.png,401.08730864684446,126.5642673654894,450.37128433025964,174.03633217819083,465.22895347011274,241.07703439460127,449.28413780783137,292.8976852970158,415.94497778669756,329.8606670595772,334.40898860457673,351.241215334,269.18019725888007,318.98920183529447,238.01533028260278,263.9071113655951,235.1162728894607,209.18740307003847,257.9463498604546,158.4538986900522,300.34506423515734,126.2018851913466,353.25286166000024,116.41756648949212,545.6777961298053,258.8337609275965,328.2484916441498,364.6493557772821,199.6028198234703,218.97172177189296,348.90427557028704,98.2984577823542
labeled-data,210708102517-0,img039787.png,404.3487482141293,123.66520997234733,456.1693991165438,170.77489261090602,474.2885078236818,230.56795134446125,462.6922782511135,289.2738635555882,426.81644301098027,332.7597244527193,339.4823390425754,355.9521835978559,273.89116552273595,332.39734227857656,236.56580158603177,282.02622007273305,226.78148288417725,224.7698365581771,241.2767698498876,176.21062522304737,277.15260509002076,136.3485860673439,346.3676003512878,112.06898039977904,548.2144713488046,268.61807962945096,335.496135127005,372.62176360842284,195.2542337337572,223.68269003574883,351.80333296342917,93.58748951849833
labeled-data,210708102517-0,img039788.png,385.5048751587058,120.04138823091972,435.8759973645492,162.44010260562249,453.99510607168725,229.84318699617575,444.2107873698328,288.5490992073027,389.85346124841885,345.0807183735731,308.6798542404408,353.77789055299934,251.06108855174207,321.88825922843654,222.43289679446414,275.5033409381634,216.63478200818,228.03127612546194,229.68054027731932,178.7473004420467,,,332.597077733863,112.43136257392177,548.2144713488046,268.61807962945096,335.496135127005,372.62176360842284,195.2542337337572,223.68269003574883,351.80333296342917,93.58748951849833
labeled-data,210708102517-0,img039789.png,385.5048751587058,120.04138823091972,435.8759973645492,162.44010260562249,453.99510607168725,229.84318699617575,444.2107873698328,288.5490992073027,389.85346124841885,345.0807183735731,308.6798542404408,353.77789055299934,251.06108855174207,321.88825922843654,222.43289679446414,275.5033409381634,216.63478200818,228.03127612546194,229.68054027731932,178.7473004420467,,,332.597077733863,112.43136257392177,548.2144713488046,268.61807962945096,335.496135127005,372.62176360842284,195.2542337337572,223.68269003574883,351.80333296342917,93.58748951849833
labeled-data,210708102517-0,img039790.png,385.5048751587058,120.04138823091972,435.8759973645492,162.44010260562249,453.99510607168725,229.84318699617575,444.2107873698328,288.5490992073027,389.85346124841885,345.0807183735731,308.6798542404408,353.77789055299934,251.06108855174207,321.88825922843654,222.43289679446414,275.5033409381634,216.63478200818,228.03127612546194,229.68054027731932,178.7473004420467,,,332.597077733863,112.43136257392177,548.2144713488046,268.61807962945096,335.496135127005,372.62176360842284,195.2542337337572,223.68269003574883,351.80333296342917,93.58748951849833
labeled-data,210708102517-0,img039791.png,385.5048751587058,120.04138823091972,435.8759973645492,162.44010260562249,453.99510607168725,229.84318699617575,444.2107873698328,288.5490992073027,389.85346124841885,345.0807183735731,308.6798542404408,353.77789055299934,251.06108855174207,321.88825922843654,222.43289679446414,275.5033409381634,216.63478200818,228.03127612546194,229.68054027731932,178.7473004420467,,,332.597077733863,112.43136257392177,548.2144713488046,268.61807962945096,335.496135127005,372.62176360842284,195.2542337337572,223.68269003574883,351.80333296342917,93.58748951849833
labeled-data,210708102517-0,img043958.png,397.46348690541686,122.9404456240618,443.12364084740443,162.0777204314798,463.0546604252562,226.5817474288909,451.09604867854523,290.7233922521593,406.5230412589858,337.10831054243243,316.6522620715815,353.0531262047138,264.831611169167,327.6863740147207,232.21721549631863,282.75098442101853,221.7081324461786,228.03127612546194,236.20341941188897,173.6739500040481,,,334.77137077871953,114.24327344463558,548.9392356970901,272.2419013708785,321.0008481612946,366.4612666479959,196.70376243032823,220.78363264260676,352.52809731171465,98.66083995649694
labeled-data,210708102517-0,img043959.png,397.46348690541686,122.9404456240618,443.12364084740443,162.0777204314798,463.0546604252562,226.5817474288909,451.09604867854523,290.7233922521593,406.5230412589858,337.10831054243243,316.6522620715815,353.0531262047138,264.831611169167,327.6863740147207,232.21721549631863,282.75098442101853,221.7081324461786,228.03127612546194,236.20341941188897,173.6739500040481,,,334.77137077871953,114.24327344463558,548.9392356970901,272.2419013708785,321.0008481612946,366.4612666479959,196.70376243032823,220.78363264260676,352.52809731171465,98.66083995649694
labeled-data,210708102517-0,img043960.png,397.46348690541686,122.9404456240618,443.12364084740443,162.0777204314798,463.0546604252562,226.5817474288909,451.09604867854523,290.7233922521593,406.5230412589858,337.10831054243243,316.6522620715815,353.0531262047138,264.831611169167,327.6863740147207,232.21721549631863,282.75098442101853,221.7081324461786,228.03127612546194,236.20341941188897,173.6739500040481,,,334.77137077871953,114.24327344463558,548.9392356970901,272.2419013708785,321.0008481612946,366.4612666479959,196.70376243032823,220.78363264260676,352.52809731171465,98.66083995649694
labeled-data,210708102517-0,img043961.png,397.46348690541686,122.9404456240618,443.12364084740443,162.0777204314798,463.0546604252562,226.5817474288909,451.09604867854523,290.7233922521593,406.5230412589858,337.10831054243243,316.6522620715815,353.0531262047138,264.831611169167,327.6863740147207,232.21721549631863,282.75098442101853,221.7081324461786,228.03127612546194,236.20341941188897,173.6739500040481,,,334.77137077871953,114.24327344463558,548.9392356970901,272.2419013708785,321.0008481612946,366.4612666479959,196.70376243032823,220.78363264260676,352.52809731171465,98.66083995649694
